anchor,anchor_diagnostics_anchor_in_candidate_nodes,anchor_diagnostics_anchor_in_response_text,anchor_diagnostics_anchor_incident_candidate_edges,anchor_diagnostics_anchor_required,anchor_diagnostics_anchor_response_adherent,arm_decision_admission,arm_decision_eligible_arm_count,arm_decision_epoch_id,arm_decision_epoch_refreshed,arm_decision_policy,arm_decision_reason,arm_decision_selected_arm,batch_candidate_edges,batch_candidate_nodes,batch_count_novelty,batch_historical_edge_mass,batch_historical_edge_mass_noisy_or,batch_historical_node_mass,batch_htsn_combined,batch_htsn_combined_noisy_or,batch_htsn_edge,batch_htsn_edge_noisy_or,batch_htsn_node,batch_new_edges,batch_new_nodes,batch_retrospective_edge_mass,batch_retrospective_edge_mass_noisy_or,batch_retrospective_gain,batch_retrospective_node_mass,batch_rtsn_combined,batch_rtsn_combined_noisy_or,batch_y_ha,decision_reason,effective_fewa_reward,evaluation_degree_weighted_node_coverage,evaluation_edge_pair_precision,evaluation_edge_pair_recall,evaluation_edge_tsc_noisy_or_rank,evaluation_edge_tsc_rank,evaluation_edge_tsc_raw,evaluation_matched_directed_edge_pairs,evaluation_matched_nodes,evaluation_node_autc_rank,evaluation_node_precision,evaluation_node_recall,evaluation_node_tsc_burt_balanced,evaluation_node_tsc_burt_effective,evaluation_node_tsc_collision_diversity,evaluation_node_tsc_degree,evaluation_node_tsc_rank,evaluation_node_tsc_raw,evaluation_pagerank_weighted_node_coverage,evaluation_recovered_edge_pairs,evaluation_recovered_nodes,evaluation_spearman_bnrr_online_vs_truth,evaluation_spearman_matched_nodes,evaluation_spearman_sensitivity_online_vs_truth,evaluation_top10_sensitive_nodes_recovered,evaluation_top20_sensitive_nodes_recovered,evaluation_top50_sensitive_nodes_recovered,evaluation_top5_sensitive_nodes_recovered,evaluation_undirected_edge_pair_precision,evaluation_undirected_edge_pair_recall,gain_graph,gain_meaningful,gain_relation,gain_sensitive,mode,mode_decision_available_arm_count,mode_decision_effective_htsn_threshold,mode_decision_epsilon,mode_decision_explore_suppressed,mode_decision_mode,mode_decision_reason,mode_decision_recent_explore_success_rate,mode_decision_recent_htsn,parser_candidate_edges,parser_candidate_nodes_with_endpoints,parser_citation_rejected_compact_edges,parser_compact_format_edges,parser_graph_filter_status,parser_graphrag_query_attempts,parser_kept_edges,parser_kept_nodes_explicit,parser_raw_edges,parser_raw_nodes,parser_response_characters,parser_source,query_generation_anchor_present,query_generation_anchor_rejected_queries,query_generation_anchor_required,query_generation_attempts,query_generation_domain_query_signature,query_generation_fallback_reason,query_generation_generation_error_attempts,query_generation_last_generation_error,query_generation_max_similarity,query_generation_rejected_similar_queries,query_generation_similarity_rejected_queries,query_generation_source,raw_batch_reward,reward,reward_attribution_warning,turn
,,,0,False,,,435,,,topology_pl_fewa,mode_explore,,30,38,0.45588235294117646,18.581609195402297,20.16865107676047,0.2735632183908046,0.2772819472616633,0.30062079845810696,0.6193869731800766,0.672288369225349,0.0071990320629159105,23,8,21.604118993135003,22.695993852405362,0.04441343569701206,0.2711670480549199,0.32169538295867534,0.33775236618323945,18.855172413793102,epsilon_sample(0.1604),,0.6952198185624564,0.9126891734575088,0.2573867367038739,0.26056867643788634,0.26307398163576134,0.2786806434788101,784,533,0.6111584513871288,0.9003378378378378,0.4524617996604414,0.7134176146106189,0.728409533922228,0.5915869472057134,0.6952198185624564,0.5316439102858429,0.6436831240153743,0.5745804062826116,859,592,0.5135502091429943,533,0.5135502091429943,10,20,48,5,0.994535519125683,0.2540125610607118,True,True,True,True,explore,435,0.08018619494921822,0.16037238989843644,False,explore,epsilon_sample(0.1604),1.0,0.1753594506485876,30,38,0,0,disabled,1,30,20,30,20,27496,live,,0,False,1,and are associated cancers common complications effects for how long managed pelvic radiation side term the therapy these what with,none,0,,0.32,0,0,agea_dynamic,0.03682650862068965,0.03682650862068965,False,32
LEUKEMIC MENINGITIS,True,True,4,True,True,,437,8,False,topology_pl_fewa,globally_unpulled_topology_prior,LEUKEMIC MENINGITIS,59,58,0.23931623931623933,9.879862700228834,12.013782341636599,2.711670480549199,0.10761994171605156,0.12585857112979315,0.16745530000387854,0.20362342951926438,0.04675293931981377,18,10,17.30957683741648,17.57215862024494,0.06364383533837135,2.728285077951002,0.17126377705442292,0.17350806579654654,12.591533180778033,fewa(0.1572),0.024592838243707095,0.70324494068388,0.9144811858608894,0.26329612606697306,0.26654280143878323,0.2690728968619386,0.28297779030489756,802,543,0.6206148762827015,0.9019933554817275,0.4609507640067912,0.7202048392310482,0.7341081989758876,0.5979768997304183,0.70324494068388,0.5420138878602666,0.6510459136710164,0.579991893402931,877,602,0.515499143196367,543,0.515499143196367,10,20,48,5,0.9946595460614153,0.25994417306350315,True,True,True,True,exploit,437,0.07858247105023385,0.1571649421004677,False,exploit,fewa(0.1572),1.0,0.2230478768315236,59,58,0,0,disabled,1,59,56,59,56,34247,live,True,0,True,1,and are associated cerebrospinal clinical diagnostic directly findings fluid leukemic manifestations meningitis modalities primary the treatment what with,none,0,,0.2857142857142857,0,0,fixed_anchor_dynamic,0.024592838243707095,0.024592838243707095,False,33
SKIN LESION BIOPSY,True,True,1,True,True,,449,8,False,topology_pl_fewa,globally_unpulled_topology_prior,SKIN LESION BIOPSY,11,23,0.5294117647058824,5.674832962138085,5.760813438425405,1.7761692650334076,0.21914712432857333,0.22167596186643568,0.5158939056489168,0.5237103125841277,0.07722475065362641,10,8,9.201754385964913,9.6090299419052,0.11525045049082813,2.167763157894737,0.33439757481940147,0.3463762676411747,7.451002227171493,fewa(0.1540),0.014552738724944322,0.7070830425680391,0.915445321307779,0.2665791201575837,0.26975564697381543,0.27226052641137294,0.2847114396377219,812,551,0.6252704272765438,0.9032786885245901,0.46774193548387094,0.723618595036618,0.7372476611065134,0.6030179431615569,0.7070830425680391,0.54758695465412,0.6553467838776603,0.5851024605948415,887,610,0.5210352719807985,551,0.5210352719807985,10,20,48,5,0.994729907773386,0.26343335659455686,True,True,True,True,exploit,449,0.07701082162922918,0.15402164325845835,False,exploit,fewa(0.1540),1.0,0.18716888010010707,11,23,0,0,disabled,1,11,18,11,18,14230,live,True,0,True,1,and are associated biopsy diagnostic direct findings histopathological indications lesion methods skin the what with,none,0,,0.3448275862068966,0,0,fixed_anchor_dynamic,0.014552738724944322,0.014552738724944322,False,34
BLOOD TESTS,True,True,26,True,True,,456,9,True,topology_pl_fewa,globally_unpulled_topology_prior,BLOOD TESTS,53,52,0.2,15.969298245614034,17.097419398276397,0.5460526315789473,0.1572890559732665,0.16803306695100328,0.30130751406818934,0.3225928188354037,0.010501012145748988,18,3,17.548034934497814,17.870561678839078,0.014971289212842853,0.5393013100436681,0.17226034518610936,0.17533202846554996,16.515350877192983,fewa(0.1509),0.032256544682017545,0.7095254710397767,0.9171270718232044,0.2724885095206829,0.27587408159563054,0.2785820657035962,0.2923428669110405,830,554,0.6293064362592906,0.9037520391517129,0.4702886247877759,0.7261834690836556,0.7398999653203179,0.6066170111036863,0.7095254710397767,0.5514906935339077,0.6583888592362941,0.5871260687045965,905,613,0.5315387923799948,554,0.5315387923799948,10,20,48,5,0.9948253557567918,0.2683182135380321,True,True,True,True,exploit,456,0.0754706051966446,0.1509412103932892,False,exploit,fewa(0.1509),1.0,0.20303340933014816,53,52,0,0,disabled,1,53,20,53,20,23642,live,True,0,True,1,and are associated biomarkers blood cancer central colon condition diagnose each findings key laboratory lymphoma monitor nervous or ovarian primary specific system tests the to used what with,none,0,,0.275,0,0,fixed_anchor_dynamic,0.032256544682017545,0.032256544682017545,False,35
,,,0,False,,,458,,,topology_pl_fewa,mode_explore,,53,47,0.25,19.5556768558952,21.185740880227304,0.9497816593886462,0.20505458515283845,0.22135522539615948,0.36897503501689055,0.39973096000428876,0.02020812041252439,23,2,21.17826086956521,22.309937381852553,0.015021501803683224,0.8293478260869566,0.22007608695652167,0.23139285207939508,20.505458515283845,epsilon_sample(0.1479),,0.7114445219818563,0.9191810344827587,0.28003939592908733,0.2835176495640194,0.2862409534777314,0.2969391342196094,853,556,0.6314655133304995,0.9040650406504065,0.47198641765704585,0.7280907121684876,0.7417641562820204,0.6082820173927036,0.7114445219818563,0.5532844434043015,0.660195478841917,0.5879804763717968,928,615,0.5388046304865874,556,0.5388046304865874,10,20,48,5,0.9949494949494949,0.2749476622470342,True,True,True,True,explore,458,0.0739611930927117,0.1479223861854234,False,explore,epsilon_sample(0.1479),1.0,0.19241912900742608,53,47,0,0,disabled,1,53,47,53,47,32888,live,,0,False,1,and are cancer development genetic in involved key molecular mutations of pancreatic pathways progression the what,none,0,,0.45454545454545453,0,0,agea_dynamic,0.04004972366266376,0.04004972366266376,False,36
GERMLINE MUTATION,True,True,7,True,True,,460,9,False,topology_pl_fewa,globally_unpulled_topology_prior,GERMLINE MUTATION,34,34,0.19117647058823528,9.125,9.985557655954631,0.2619565217391304,0.13804347826086955,0.15069873790726118,0.26838235294117646,0.29369287223395973,0.0077046035805626596,11,2,10.468614718614718,10.831603371376099,0.019758278805593416,0.2619047619047619,0.15780175706646296,0.16313982548942443,9.38695652173913,fewa(0.1450),0.018333899456521738,0.7117934403349616,0.9201277955271565,0.28365068942875904,0.2872173540773493,0.28996028702248483,0.29924211154896385,864,557,0.6317770335151058,0.9027552674230146,0.47283531409168084,0.7283750736893422,0.7419914966432036,0.6087404973853316,0.7117934403349616,0.553922105930482,0.6606122799940705,0.5886070866892745,939,617,0.5415673927008295,557,0.5415673927008295,10,20,48,5,0.9950124688279302,0.2784368457780879,True,True,True,True,exploit,460,0.07248196923085747,0.14496393846171493,False,exploit,fewa(0.1450),1.0,0.19327853088647862,34,34,0,0,disabled,1,34,20,34,20,25082,live,True,0,True,1,a and are associated by cancer caused clinical directly disorders genetic germline hereditary inheritance mutation or patterns phenotypes specific syndromes the what,none,0,,0.30303030303030304,0,0,fixed_anchor_dynamic,0.018333899456521738,0.018333899456521738,False,37
PAP TEST,True,True,1,True,True,,462,9,False,topology_pl_fewa,globally_unpulled_topology_prior,PAP TEST,25,36,0.29508196721311475,11.208874458874458,12.069766542980831,0.5238095238095238,0.19233908168334396,0.20645206666869434,0.44835497835497834,0.48279066171923324,0.014550264550264551,13,5,12.12043010752688,12.724364666435427,0.014923389672199833,0.5225806451612903,0.2072624713555438,0.21716303789502817,11.732683982683982,fewa(0.1421),0.022915398403679652,0.717725052337753,0.9212184873949579,0.2879185817465529,0.2916085722685637,0.2943891188089827,0.3036146840475012,877,562,0.6373027896501934,0.9035369774919614,0.4770797962648557,0.7345066329912434,0.7482307265556771,0.6137210379368269,0.717725052337753,0.5583072392841573,0.6661374037329588,0.5938791350184687,952,622,0.5370977646841135,562,0.5370977646841135,10,20,48,5,0.995079950799508,0.28227494766224703,True,True,True,True,exploit,462,0.0710323298462403,0.1420646596924806,False,exploit,fewa(0.1421),1.0,0.16543083708631987,25,36,0,0,disabled,1,25,18,25,18,17985,live,True,0,True,1,abnormal and are associated clinical diagnostic directly follow indications pap procedures protocols result specific test the up what with,none,0,,0.37037037037037035,0,0,fixed_anchor_dynamic,0.022915398403679652,0.022915398403679652,False,38
BREAST EXAM,True,True,6,True,True,,465,10,True,topology_pl_fewa,globally_unpulled_topology_prior,BREAST EXAM,64,78,0.5915492957746479,31.496774193548397,35.044138050641706,3.959139784946236,0.2496895350598214,0.27467097067315455,0.4921370967741937,0.5475646570412767,0.050758202371105586,45,39,40.5125260960334,43.30481474540296,0.07076975512806999,4.992693110647182,0.3204592901878914,0.34012329476091646,35.455913978494635,fewa(0.1392),0.06924983198924733,0.7254012561060712,0.9247743229689067,0.3026920551543007,0.3064145186464921,0.3091857206649409,0.31388578677230605,922,572,0.6466793360840993,0.8653555219364599,0.4855687606112054,0.741874229063522,0.7553445853577028,0.6226127920194174,0.7254012561060712,0.5682261872668922,0.6747235705493949,0.608898020510023,997,661,0.5502584856377649,572,0.5502584856377649,10,20,49,5,0.9953325554259043,0.29762735519888345,True,True,True,True,exploit,465,0.06961168324931549,0.13922336649863098,False,exploit,fewa(0.1392),1.0,0.18237466507977834,64,78,0,0,disabled,1,64,49,64,49,35084,live,True,0,True,1,accuracy and are associated breast clinical diagnostic documented exam for frequency guidelines intervals metrics or outcomes procedure recommended specific the this what with,none,0,,0.3055555555555556,0,0,fixed_anchor_dynamic,0.06924983198924733,0.06924983198924733,False,39
TESTING FOR BREAST CANCER,True,True,9,True,True,,479,10,False,topology_pl_fewa,globally_unpulled_topology_prior,TESTING FOR BREAST CANCER,42,38,0.125,5.4832985386221305,5.932355158842579,0.2536534446764092,0.07171189979123174,0.07732510754398736,0.13055472711005073,0.1412465514010138,0.00667509064937919,8,2,7.7006237006237015,7.906051581727257,0.027703380874048944,0.2525987525987526,0.09941528066528069,0.10198312917907512,5.73695198329854,fewa(0.1364),0.01120498434237996,0.7283670621074668,0.9253731343283582,0.30531845042678923,0.30908635655105926,0.3119000970314003,0.3168302263011373,930,574,0.6499653854238024,0.8657616892911011,0.4872665534804754,0.7447581559663625,0.7580989012720382,0.6247057129682209,0.7283670621074668,0.5710242000705039,0.6772989160962722,0.6113442996213367,1005,663,0.5468031566042407,574,0.5468031566042407,10,20,49,5,0.9953757225433526,0.30041870202372645,True,True,True,True,exploit,479,0.0682194495843292,0.1364388991686584,False,exploit,fewa(0.1364),1.0,0.18848314722602794,42,38,0,0,disabled,1,42,19,42,19,24875,live,True,0,True,1,a and are breast cancer clinical diagnostic directly documented each for govern guidelines in mass modality of palpable patients presenting protocols sensitivity specific specificity testing the thresholds use what with,none,0,,0.2926829268292683,0,0,fixed_anchor_dynamic,0.01120498434237996,0.01120498434237996,False,40
ESOPHAGEAL CANCER,True,True,14,True,True,,481,10,False,topology_pl_fewa,globally_unpulled_topology_prior,ESOPHAGEAL CANCER,54,50,0.5480769230769231,26.181912681912692,27.67470533063049,3.502079002079002,0.28542299696145856,0.299776772429899,0.48485023485023504,0.5124945431598239,0.07004158004158004,40,17,35.9251497005988,38.12043975920415,0.13225126988945501,7.512974051896208,0.4176742668509136,0.4387828251067342,29.683991683991692,fewa(0.1337),0.057976546257796274,0.7404047452896022,0.9282296650717703,0.3184504267892318,0.322106155987766,0.324707387297524,0.3260403002505577,970,591,0.6662150437572584,0.8691176470588236,0.50169779286927,0.7559685659997614,0.7686220535619511,0.6384327999990724,0.7404047452896022,0.5877619156241373,0.6904151398287611,0.62168184044416,1045,680,0.5508105110282366,591,0.5508105110282366,10,20,49,5,0.9955801104972376,0.3143754361479414,True,True,True,True,exploit,481,0.06685506059264261,0.13371012118528522,False,exploit,fewa(0.1337),1.0,0.171367715989621,54,50,0,0,disabled,1,54,16,54,16,18221,live,True,0,True,1,and cancer clinical diagnostic directly endoscopy esophageal govern guidelines in of patients protocols specific the use what with,none,0,,0.5,0,0,fixed_anchor_dynamic,0.057976546257796274,0.057976546257796274,False,41
EBV-RELATED CANCER,True,True,2,True,True,,501,11,True,topology_pl_fewa,globally_unpulled_topology_prior,EBV-RELATED CANCER,50,59,0.48623853211009177,28.778443113772454,30.588810403145803,3.406187624750499,0.29527184163782527,0.3118807158522596,0.5755688622754491,0.6117762080629161,0.05773199363983897,39,14,37.37884615384615,38.37071745562131,0.07897833479125022,3.414423076923076,0.3742501764290755,0.3833499131426091,32.184630738522955,fewa(0.1310),0.06286060691117765,0.7458129797627355,0.9308118081180812,0.33125410374261327,0.33520549727667465,0.3380514177908398,0.33881435048688574,1009,605,0.6729072045700603,0.8717579250720461,0.5135823429541596,0.7609303915117768,0.7732597969300892,0.6463008046904875,0.7458129797627355,0.5964781180290359,0.6968930930564043,0.6299181226602849,1084,694,0.568844341016274,605,0.568844341016274,10,20,49,5,0.9957582184517497,0.32763433356594557,True,True,True,True,exploit,501,0.06551795938078975,0.1310359187615795,False,exploit,fewa(0.1310),1.0,0.18744139835134505,50,59,0,0,disabled,1,50,59,50,59,35226,live,True,0,True,1,and are cancer clinical diagnostic directly ebv govern guidelines immunotherapy in of patients protocols related specific that the use what with,none,0,,0.6956521739130435,0,0,fixed_anchor_dynamic,0.06286060691117765,0.06286060691117765,False,42
ANAL DYSPLASIA,True,True,1,True,True,,520,11,False,topology_pl_fewa,globally_unpulled_topology_prior,ANAL DYSPLASIA,79,72,0.039735099337748346,5.125961538461539,5.6025878328402365,0,0.033946765155374425,0.03710323068106117,0.06488558909444986,0.0709188333270916,0.0,6,0,5.53076923076923,5.866768676035503,0.002680845644421795,0,0.03662761079979622,0.03885277268897684,5.125961538461539,fewa(0.1284),0.010011643629807693,0.7458129797627355,0.9311926605504587,0.33322390019697967,0.3372253604468482,0.3400691154148678,0.3406386085908076,1015,605,0.6729072045700603,0.8717579250720461,0.5135823429541596,0.7609303915117768,0.7732597969300892,0.6463008046904875,0.7458129797627355,0.5964781180290359,0.6968930930564043,0.6299181226602849,1090,694,0.5707781732581391,605,0.5707781732581391,10,20,49,5,0.9957850368809273,0.3297278436845778,True,True,True,True,exploit,520,0.06420760019317395,0.1284152003863479,False,exploit,fewa(0.1284),,0.21888707102673619,79,72,0,0,disabled,1,79,69,79,69,34058,live,True,0,True,1,anal and clinical diagnostic directly dysplasia govern guidelines management of protocols specific the treatment what,none,0,,0.5,0,0,fixed_anchor_dynamic,0.010011643629807693,0.010011643629807693,False,43
EBV-RELATED CANCER,True,True,2,True,True,,520,11,False,topology_pl_fewa,fewa_filtered_least_pulled,EBV-RELATED CANCER,64,56,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,fewa(0.1258),0.0,0.7458129797627355,0.9311926605504587,0.33322390019697967,0.3372253604468482,0.3400691154148678,0.3406386085908076,1015,605,0.6729072045700603,0.8717579250720461,0.5135823429541596,0.7609303915117768,0.7732597969300892,0.6463008046904875,0.7458129797627355,0.5964781180290359,0.6968930930564043,0.6299181226602849,1090,694,0.5707781732581391,605,0.5707781732581391,10,20,49,5,0.9957850368809273,0.3297278436845778,False,False,False,False,exploit,520,0.06292344818931048,0.12584689637862095,False,exploit,fewa(0.1258),,0.18720860772114228,64,56,0,0,disabled,1,64,47,64,47,37405,live,True,0,True,4,2 44 absent additional and cancer directly diversification earlier ebv entities expansion fallback focused for from medical named only perform related relationship relationships retrieve round supported turn turns,similarity_exhausted,0,,1.0,4,4,diversified_fallback,0.0,0.0,False,44
HEREDITARY OVARIAN CANCER,True,True,4,True,True,,520,12,True,topology_pl_fewa,globally_unpulled_topology_prior,HEREDITARY OVARIAN CANCER,56,50,0.03773584905660377,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,fewa(0.1233),0.0,0.7470341939986044,0.9311926605504587,0.33322390019697967,0.3372253604468482,0.3400691154148678,0.3406386085908076,1015,609,0.6742985286835149,0.8724928366762178,0.5169779286926995,0.7619651712663286,0.7741691583748221,0.6481347246609994,0.7470341939986044,0.5984296171654883,0.6984098151242357,0.6318056196014037,1090,698,0.5729751859438886,609,0.5729751859438886,10,20,49,5,0.9957850368809273,0.3297278436845778,True,False,False,False,exploit,520,0.06166497922552427,0.12332995845104854,False,exploit,fewa(0.1233),,0.137270700709178,56,50,0,0,disabled,1,56,19,56,19,22084,live,True,0,True,1,and are associated brca cancer clinical directly excluding genetic hereditary interventions its known links lynch management mutations ovarian protocols specific syndrome testing therapeutic to what with,none,0,,0.32432432432432434,0,0,fixed_anchor_dynamic,0.0,0.0,False,45
GENERAL HEALTH HISTORY,False,True,0,True,False,,520,12,False,topology_pl_fewa,globally_unpulled_topology_prior,GENERAL HEALTH HISTORY,79,73,0.013157894736842105,0.24807692307692308,0.4346116863905326,0.24807692307692308,0.0032641700404858302,0.004491372430706945,0.0031402142161635832,0.005501413751778894,0.003398314014752371,1,1,0.6756238003838771,0.7559395964500573,0.002809675802528616,0.2476007677543186,0.006073845843014446,0.006602239238186683,0.49615384615384617,fewa(0.1209),0.0,0.7472086531751571,0.9312557286892759,0.3335521996060407,0.3374415574070312,0.3402725486599195,0.34067528073950243,1016,610,0.6744248965366153,0.8726752503576538,0.5178268251273345,0.7621662452260333,0.7743964987360054,0.6485932046536274,0.7472086531751571,0.5986799422919099,0.6987045380453297,0.63249020303913,1091,699,0.5728657716850724,610,0.5728657716850724,10,20,49,5,0.9957894736842106,0.33007676203768316,True,True,True,True,exploit,520,0.06043167964101378,0.12086335928202756,False,exploit,fewa(0.1209),,0.12292832075093166,79,73,0,0,disabled,1,79,65,79,65,34339,live,True,0,True,1,anal and clinical directly documented dysplasia findings for general health history in inform of patient reported selection specific symptoms targeted the therapies what,none,0,,0.3103448275862069,0,0,fixed_anchor_dynamic,0.0009690504807692308,0.0009690504807692308,True,46
PROVIDER,True,True,5,True,True,,521,12,False,topology_pl_fewa,globally_unpulled_topology_prior,PROVIDER,48,55,0.46601941747572817,29.569097888675618,31.54055853758276,1.9808061420345489,0.3063097478709725,0.3254501425205564,0.6160228726807421,0.6570949695329742,0.03601465712790089,38,10,35.82958801498128,37.0127070796336,0.06711303675504121,2.632958801498127,0.3734227846260137,0.3849093774867158,31.549904030710167,fewa(0.1184),0.061620906309980794,0.7536636427076064,0.933569530558016,0.34602757715036114,0.35002082000941853,0.35292432619032826,0.3529529822195978,1054,620,0.68166971421867,0.8744710860366713,0.5263157894736842,0.7677883976810146,0.7792240368602222,0.654412568249279,0.7536636427076064,0.6071413759290896,0.7049136948915812,0.6413564501599702,1129,709,0.5878250554456464,620,0.5878250554456464,10,20,49,5,0.9959432048681541,0.34263782274947663,True,True,True,True,exploit,521,0.0592230460481935,0.118446092096387,False,exploit,fewa(0.1184),,0.06649655536673711,48,55,0,0,disabled,1,48,19,48,19,18627,live,True,0,True,1,and are associated clinical directly interventions management protocols provider specific therapeutic what with,none,0,,0.4444444444444444,0,0,fixed_anchor_dynamic,0.061620906309980794,0.061620906309980794,False,47
STEM CELL RESCUE,True,True,15,True,True,,534,13,True,topology_pl_fewa,globally_unpulled_topology_prior,STEM CELL RESCUE,51,46,0.44329896907216493,23.452247191011246,27.5785008907405,3.1722846441947565,0.274479709641299,0.3170184075766521,0.4598479841374754,0.5407549194262843,0.06896270965640774,37,6,32.503703703703714,35.17628515089162,0.08752869051143114,2.6111111111111107,0.3620084001527301,0.3895607862062137,26.624531835206003,fewa(0.1161),0.052001038740636725,0.7557571528262387,0.9356775300171527,0.3581746552856205,0.3620927864284594,0.36492536151751076,0.35983106252432806,1091,626,0.6838226850932609,0.8755244755244755,0.5314091680814941,0.7694558092707086,0.7805880790273216,0.6571634482050467,0.7557571528262387,0.6105437239491514,0.7073576931850559,0.6447839207031405,1166,715,0.6057446368225209,626,0.6057446368225209,10,20,49,5,0.9960861056751468,0.35519888346127004,True,True,True,True,exploit,534,0.05803858512722963,0.11607717025445927,False,exploit,fewa(0.1161),,0.06870413661336655,51,46,0,0,disabled,1,51,46,51,46,32147,live,True,0,True,1,and are associated cell clinical complications details directly indications post procedural rescue specific stem transplant what with,none,0,,0.36363636363636365,0,0,fixed_anchor_dynamic,0.052001038740636725,0.052001038740636725,False,48
COLORECTAL SURGEON,True,True,1,True,True,,540,13,False,topology_pl_fewa,globally_unpulled_topology_prior,COLORECTAL SURGEON,21,29,0.52,11.14166666666667,12.707283950617285,1.9981481481481482,0.26279629629629636,0.29410864197530867,0.5305555555555557,0.6051087595532041,0.06890166028097063,17,9,14.583486238532112,15.97068260247454,0.0648917770981991,1.8009174311926608,0.32768807339449546,0.355432000673344,13.139814814814818,fewa(0.1138),0.02566370081018519,0.7590718771807397,0.9366018596787827,0.3637557452396586,0.3675768232732803,0.370324202085366,0.36326752717999894,1108,635,0.6884637262422164,0.8770718232044199,0.5390492359932089,0.772423687953577,0.7833161633615205,0.6622460264090367,0.7590718771807397,0.6165759670104055,0.7115327575951528,0.6498097626543575,1183,724,0.613837657237847,635,0.613837657237847,10,20,49,5,0.9961464354527938,0.36078157711095604,True,True,True,True,exploit,540,0.056877813424685036,0.11375562684937007,False,exploit,fewa(0.1138),,0.11681072551055145,21,29,0,0,disabled,1,21,20,21,20,22866,live,True,0,True,1,and are associated colorectal complication directly management perioperative postoperative procedures protocols rates specific surgeon surgical what with,none,0,,0.42857142857142855,0,0,fixed_anchor_dynamic,0.02566370081018519,0.02566370081018519,False,49
,,,0,False,,,545,,,topology_pl_fewa,mode_explore,,54,52,0.14150943396226415,6.847706422018348,7.336735964986112,1.326605504587156,0.07711615025099533,0.0817296365054082,0.12680937818552496,0.13586548083307615,0.02551164431898377,9,6,7.882032667876588,8.244046462297556,0.015785263987267872,1.9655172413793105,0.0929014142382632,0.09631663871393271,8.174311926605505,epsilon_sample(0.1115),,0.7620376831821354,0.9370805369127517,0.36671043992120816,0.3703859624488738,0.3731037442400002,0.36613088387558923,1117,641,0.6916454878104407,0.8780821917808219,0.5441426146010186,0.7749125196916797,0.7854434195983065,0.6653785966049723,0.7620376831821354,0.6205841314606826,0.7145711347423761,0.6535354509750072,1192,730,0.6126887273501157,641,0.6126887273501157,10,20,49,5,0.9961795606494747,0.3639218422889044,True,True,True,True,explore,545,0.05574025715619134,0.11148051431238268,False,explore,epsilon_sample(0.1115),,0.16936998476981074,54,52,0,0,disabled,1,54,21,54,21,22371,live,,0,False,1,and are drive genetic in key melanoma metastatic molecular mutations pathways resistance targeted that the therapies to what,none,0,,0.4166666666666667,0,0,agea_dynamic,0.015965452981651376,0.015965452981651376,False,50
LUMP OR MASS NEAR ANUS,True,True,1,True,True,,551,13,False,topology_pl_fewa,globally_unpulled_topology_prior,LUMP OR MASS NEAR ANUS,32,32,0.03125,0.4519056261343013,0.8017019048026852,0,0.007061025408348458,0.012526592262541957,0.014122050816696916,0.025053184525083913,0.0,2,0,1.1669691470054446,1.5827286471388433,0.011172867513611615,0,0.018233892921960072,0.024730135111544427,0.4519056261343013,fewa(0.1093),0.0008826281760435572,0.7620376831821354,0.9371859296482412,0.36736703873933024,0.3710293384283665,0.37373342583721214,0.36632712793741695,1119,641,0.6916454878104407,0.8780821917808219,0.5441426146010186,0.7749125196916797,0.7854434195983065,0.6653785966049723,0.7620376831821354,0.6205841314606826,0.7145711347423761,0.6535354509750072,1194,730,0.6165248393753396,641,0.6165248393753396,10,20,49,5,0.996186844613918,0.36461967899511516,True,True,True,True,exploit,551,0.05462545201306751,0.10925090402613502,False,exploit,fewa(0.1093),,0.18479321482000982,32,32,0,0,disabled,1,32,31,32,31,16401,live,True,0,True,1,a and anus are associated clinical diagnoses diagnostic differential directly evaluations features lump mass near or what with,none,0,,0.2916666666666667,0,0,fixed_anchor_dynamic,0.0008826281760435572,0.0008826281760435572,False,51
DNA SEQUENCING,True,True,1,True,True,,551,14,True,topology_pl_fewa,globally_unpulled_topology_prior,DNA SEQUENCING,38,41,0.02531645569620253,0.9101633393829401,0.9101633393829401,0,0.011521054928897977,0.011521054928897977,0.023951666825866847,0.023951666825866847,0.0,2,0,1.577757685352622,1.703376944432636,0.00845056134138838,0,0.019971616270286357,0.021561733473830835,0.9101633393829401,fewa(0.1071),0.001777662772232305,0.7620376831821354,0.9372909698996655,0.3680236375574524,0.37164260245418274,0.3742788650103666,0.36656361850835806,1121,641,0.6916454878104407,0.8780821917808219,0.5441426146010186,0.7749125196916797,0.7854434195983065,0.6653785966049723,0.7620376831821354,0.6205841314606826,0.7145711347423761,0.6535354509750072,1196,730,0.6184060816395103,641,0.6184060816395103,10,20,49,5,0.9961941008563273,0.36531751570132587,True,True,True,True,exploit,551,0.05353294297280616,0.10706588594561232,False,exploit,fewa(0.1071),,0.1855525858935823,38,41,0,0,disabled,1,38,41,38,41,32074,live,True,0,True,1,and applications are associated capabilities clinical diagnostic directly dna in limitations oncology practice sequencing specific technical what with,none,0,,0.34782608695652173,0,0,fixed_anchor_dynamic,0.001777662772232305,0.001777662772232305,False,52
